N,P,K,Temperature,Rainfall,pH,Humidity,Soil_Type,Agro_Zone,Irrigation,Season,Crop,District
38.0,27.0,50.0,30.5,900.0,6.1,59.4,Sandy Loam,Dry Zone,Rainfed,Maha,Mung Bean,Jaffna
70.0,48.0,30.0,29.8,401.5,6.1,57.9,Loam,Dry Zone,Irrigated,Yala,Sorghum,Mullaitivu
148.0,115.0,109.6,29.3,1841.3,5.97,85.1,Clay Loam,Low Country Wet Zone,Irrigated,Year-round,Kiri Ala,Gampaha
209.0,104.0,159.0,19.0,1875.8,5.6,73.4,Sandy Loam,Up Country Intermediate Zone,Irrigated,Maha,Leeks,Nuwara Eliya
176.4,74.1,113.8,20.9,1275.9,6.22,81.2,Mountain Regosol,Up Country Wet Zone,Rainfed,Maha,Cabbage,Nuwara Eliya
70.0,38.0,37.0,29.1,519.6,6.5,77.9,Reddish-Brown Earth,Intermediate Zone,Irrigated,Maha,Sunflower,Puttalam
136.5,72.9,80.5,28.4,450.0,6.2,66.9,Alluvial,Dry Zone,Irrigated,Yala,Tomato,Vavuniya
100.0,61.0,81.0,22.7,1734.6,7.0,71.9,Red-Yellow Podzolic,Intermediate Zone,Rainfed,Maha,Radish,Badulla
109.0,68.0,149.0,22.6,1835.2,6.0,85.6,Sandy Loam,Mid Country Wet Zone,Supplemental,Maha,Luffa,Kandy
37.0,47.0,50.0,30.6,847.4,7.3,54.4,Sandy Loam,Low Country Dry Zone,Supplemental,Maha,Mung Bean,Jaffna
103.0,90.0,76.0,28.8,1346.6,6.9,65.7,Red-Yellow Podzolic,Intermediate Zone,Irrigated,Yala,Radish,Kurunegala
115.0,59.0,65.0,30.6,382.1,7.4,62.5,Red-Brown Earth,Dry Zone,Irrigated,Yala,Big Onion,Kilinochchi
48.0,75.0,58.0,29.7,1115.0,5.9,62.4,Clay Loam,Dry Zone,Rainfed,Maha,Winged Bean (Dambala),Monaragala
76.0,39.0,39.0,25.4,612.6,7.2,66.6,Alluvial,Dry Zone,Irrigated,Maha,Sunflower,Trincomalee
120.5,69.9,102.9,26.6,2468.7,6.31,77.1,Silt Loam,Low Country Wet Zone,Rainfed,Maha,Cauliflower (Gowa),Kalutara
139.0,102.0,51.0,32.3,530.9,6.7,67.9,Alluvial,Intermediate Zone,Irrigated,Yala,Big Onion,Kandy
98.0,60.0,51.0,23.9,1537.4,6.4,81.8,Red Loam,Intermediate Zone,Irrigated,Maha,Red Onion,Badulla
126.0,125.0,113.6,29.6,1639.6,5.91,80.1,Reddish-Brown Earth,Low Country Wet Zone,Irrigated,Maha,Kiri Ala,Ratnapura
43.0,22.0,58.0,25.3,2464.9,6.4,77.7,Well Drained Loam,Low Country Wet Zone,Irrigated,Maha,Cowpea,Matara
80.9,50.4,80.0,28.8,1069.1,6.05,72.1,Red-Yellow Podzolic,Intermediate Zone,Irrigated,Yala,Capsicum,Matale
30.6,45.2,58.8,29.9,480.2,6.18,62.5,Reddish-Brown Earth,Low Country Dry Zone,Supplemental,Yala,Soybean,Trincomalee
70.0,25.9,30.0,31.2,1672.0,6.9,66.6,Sandy Loam,Low Country Intermediate Zone,Irrigated,Maha,Cowpea,Matale
70.0,56.7,88.1,26.6,521.5,6.3,66.1,Reddish-Brown Earth,Dry Zone,Irrigated,Yala,Capsicum,Kilinochchi
67.0,38.0,35.0,28.7,494.1,6.7,58.4,Red-Brown Earth,Dry Zone,Rainfed,Yala,Pumpkin,Mullaitivu
128.3,60.0,118.8,29.3,539.1,6.85,68.3,Reddish-Brown Earth,Intermediate Zone,Irrigated,Yala,Cabbage,Badulla
30.0,36.0,49.0,31.8,574.7,6.2,59.4,Loamy Sand,Dry Zone,Rainfed,Maha,Mung Bean,Mullaitivu
48.0,18.3,51.0,27.9,1693.8,5.7,83.7,Sandy Clay Loam,Low Country Wet Zone,Irrigated,Maha,Cowpea,Kalutara
153.5,100.1,117.8,22.8,650.0,5.98,75.6,Silt Loam,Mid Country Intermediate Zone,Irrigated,Yala,Kohlrabi (Nokol),Badulla
112.0,36.0,99.0,29.1,1664.3,5.79,74.8,Alluvial,Intermediate Zone,Irrigated,Yala,Brinjal (Eggplant),Matale
180.0,68.0,128.0,18.0,2228.7,5.9,87.3,Loam,Up Country Wet Zone,Supplemental,Maha,Leeks,Badulla
100.5,64.4,109.1,30.9,653.1,6.1,75.7,Non-Calcic Brown Earth,Dry Zone,Irrigated,Year-round,Capsicum,Monaragala
119.0,66.0,89.0,27.6,760.6,6.5,60.0,Clay Loam,Dry Zone,Rainfed,Maha,Sweet Corn,Anuradhapura
75.0,32.0,81.0,33.7,840.2,5.73,68.5,Sandy Loam,Dry Zone,Irrigated,Yala,Brinjal (Eggplant),Puttalam
104.0,64.0,87.0,19.0,1220.7,6.2,75.9,Red-Yellow Podzolic,Up Country Wet Zone,Rainfed,Year-round,Radish,Badulla
88.0,68.0,84.0,24.4,1986.6,6.9,91.3,Immature Brown Loam,Low Country Wet Zone,Rainfed,Year-round,Radish,Kalutara
152.2,80.7,116.0,21.8,1436.4,6.18,82.8,Clay Loam,Mid Country Wet Zone,Rainfed,Yala,Cauliflower (Gowa),Ratnapura
190.0,110.0,133.0,17.2,1767.5,5.6,76.0,Loam,Up Country Wet Zone,Irrigated,Yala,Leeks,Nuwara Eliya
66.0,44.0,147.0,27.0,902.8,6.2,60.1,Reddish-Brown Earth,Dry Zone,Irrigated,Yala,Carrot,Mullaitivu
183.6,61.4,160.9,23.7,961.6,6.32,61.1,Immature Brown Loam,Up Country Wet Zone,Supplemental,Yala,Cabbage,Nuwara Eliya
104.0,39.0,89.0,26.3,691.2,6.9,63.2,Fertile Loam,Dry Zone,Rainfed,Yala,Kurakkan,Matale
187.4,94.6,174.3,20.0,1139.6,5.53,81.3,Red-Yellow Podzolic,Up Country Intermediate Zone,Irrigated,Year-round,Kohlrabi (Nokol),Matale
80.0,38.0,127.0,28.5,1253.0,5.56,79.3,Loam,Intermediate Zone,Irrigated,Yala,Brinjal (Eggplant),Puttalam
87.0,49.0,84.0,28.3,1069.8,6.4,62.6,Loamy Sand,Northern Dry Zone,Irrigated,Yala,Red Onion,Jaffna
94.0,58.0,104.0,24.2,1794.1,6.8,73.3,Reddish-Brown Earth,Intermediate Zone,Rainfed,Year-round,Radish,Puttalam
97.0,88.5,122.0,33.3,692.6,6.7,65.8,Reddish-Brown Earth,Dry Zone,Irrigated,Yala,Tibbatu (Turkey Berry),Mullaitivu
40.0,21.2,49.0,26.7,1296.9,5.9,66.1,Sandy Clay Loam,Low Country Dry Zone,Rainfed,Maha,Cowpea,Batticaloa
90.0,38.0,153.0,25.7,1669.0,5.7,82.0,Red-Yellow Podzolic,Low Country Wet Zone,Supplemental,Yala,Cassava,Kalutara
83.1,76.5,161.0,26.4,1103.1,6.9,66.4,Loam,Intermediate Zone,Irrigated,Yala,Tibbatu (Turkey Berry),Matale
40.0,57.0,51.0,31.8,592.5,6.1,58.1,Non-Calcic Brown Earth,Dry Zone,Supplemental,Maha,Mung Bean,Polonnaruwa
93.3,58.0,69.2,32.7,1001.8,5.5,62.6,Red-Yellow Podzolic,Dry Zone,Rainfed,Yala,Chilli,Mullaitivu
155.1,65.6,73.9,31.8,1024.9,5.67,78.4,Sandy Loam,Low Country Intermediate Zone,Irrigated,Yala,Elabatu (Thai Eggplant),Matale
172.0,130.3,115.5,19.1,1310.6,5.53,78.2,Well Drained Loam,Up Country Intermediate Zone,Rainfed,Maha,Kohlrabi (Nokol),Badulla
166.9,46.6,84.6,27.2,1396.2,6.22,72.5,Clay Loam,Low Country Intermediate Zone,Irrigated,Maha,Cauliflower (Gowa),Matara
84.9,93.7,78.4,29.0,982.1,6.5,66.9,Sandy Loam,Dry Zone,Irrigated,Yala,Tibbatu (Turkey Berry),Vavuniya
90.0,90.0,77.0,30.6,733.2,6.7,76.9,Red-Brown Earth,Dry Zone,Supplemental,Maha,Pumpkin,Vavuniya
34.0,93.0,65.0,23.8,1471.0,6.5,85.7,Sandy Loam,Up Country Wet Zone,Rainfed,Yala,Winged Bean (Dambala),Nuwara Eliya
46.0,106.0,47.0,25.5,1459.0,5.9,82.4,Sandy Loam,Up Country Intermediate Zone,Supplemental,Maha,Winged Bean (Dambala),Matale
122.0,72.0,97.0,27.3,738.7,6.4,70.1,Regosol,Dry Zone,Irrigated,Yala,Potato,Vavuniya
125.5,72.4,104.0,26.2,1446.6,6.31,83.3,Loam,Low Country Wet Zone,Supplemental,Yala,Tomato,Matara
85.0,78.0,107.0,29.8,63.0,6.1,73.0,Sandy Loam,Dry Zone,Irrigated,Yala,Pathola (Snake Gourd),Kilinochchi
79.6,47.1,123.4,28.6,1097.2,6.1,69.5,Loam,Dry Zone,Irrigated,Year-round,Tibbatu (Turkey Berry),Batticaloa
168.0,67.0,70.0,26.8,736.0,6.1,70.0,Sandy Regosol,Dry Coastal Zone,Irrigated,Maha,Potato,Batticaloa
105.0,76.0,133.0,27.3,620.6,7.7,65.0,Red-Brown Earth,Dry Zone,Irrigated,Yala,Big Onion,Kilinochchi
98.0,43.0,73.0,27.3,623.6,6.5,53.5,Red-Brown Earth,Dry Zone,Irrigated,Yala,Big Onion,Trincomalee
84.0,48.0,163.0,28.7,1556.0,5.1,83.0,Red-Yellow Podzolic,Low Country Wet Zone,Rainfed,Maha,Cassava,Gampaha
185.0,136.0,109.1,30.5,1557.6,6.25,70.9,Sandy Loam,Intermediate Zone,Irrigated,Yala,Kiri Ala,Puttalam
52.0,71.0,76.0,30.7,350.0,6.8,69.4,Red-Brown Earth,Dry Zone,Supplemental,Yala,Pumpkin,Batticaloa
120.6,49.6,211.4,20.4,1702.0,6.9,78.2,Sandy Loam,Up Country Wet Zone,Supplemental,Yala,Beetroot,Badulla
78.0,50.0,30.0,28.7,598.5,6.7,51.5,Clay Loam,Intermediate Zone,Irrigated,Yala,Sorghum,Puttalam
90.0,45.0,133.0,26.7,1699.3,5.7,77.9,Sandy Loam,Low Country Wet Zone,Irrigated,Maha,Luffa,Matara
77.2,60.9,89.3,25.2,867.1,6.4,66.8,Reddish-Brown Earth,Intermediate Zone,Rainfed,Year-round,Okra,Puttalam
54.0,60.0,35.0,29.8,635.4,6.7,79.7,Red-Brown Earth,Intermediate Zone,Irrigated,Yala,Pumpkin,Monaragala
21.0,40.0,80.0,24.3,855.5,6.2,76.3,Reddish-Brown Earth,Eastern Dry Zone,Supplemental,Maha,Pigeon Pea,Batticaloa
151.0,138.0,130.0,29.9,950.0,5.9,60.1,Loam,Dry Zone,Supplemental,Maha,Kiri Ala,Mullaitivu
112.7,86.3,114.9,24.7,1679.7,7.08,87.0,Reddish-Brown Earth,Low Country Wet Zone,Irrigated,Maha,Bitter Gourd,Matara
111.0,80.0,121.0,30.0,669.8,6.6,66.3,Loam,Dry Zone,Irrigated,Yala,Sweet Corn,Matale
59.0,46.0,126.0,28.4,1540.0,5.3,85.0,Lateritic Loam,Low Country Wet Zone,Supplemental,Yala,Cassava,Kalutara
34.0,44.4,51.5,30.4,607.5,6.41,53.1,Reddish-Brown Earth,Low Country Dry Zone,Irrigated,Yala,Soybean,Kilinochchi
70.0,50.0,79.0,27.1,675.5,6.71,69.0,Deep Loam,Dry Zone,Rainfed,Yala,Maize,Batticaloa
40.0,50.0,77.0,24.8,594.9,6.4,71.1,Sandy Loam,Eastern Dry Zone,Rainfed,Maha,Pigeon Pea,Ampara
63.0,39.0,163.0,24.5,1833.6,5.5,81.9,Light Sandy Loam,Low Country Wet Zone,Rainfed,Year-round,Innala,Ratnapura
113.0,84.0,124.0,25.1,221.0,6.5,72.0,Sandy Loam,Low Country Wet Zone,Irrigated,Yala,Pathola (Snake Gourd),Galle
120.2,46.7,97.4,30.0,1642.0,6.1,87.7,Deep Sandy Loam,Intermediate Zone,Rainfed,Maha,Chilli,Nuwara Eliya
97.0,76.0,131.0,31.6,579.5,7.4,51.8,Regosol,Dry Zone,Irrigated,Yala,Big Onion,Jaffna
62.0,48.0,105.0,26.9,1184.0,5.85,75.8,Reddish-Brown Earth,Intermediate Zone,Rainfed,Yala,Brinjal (Eggplant),Nuwara Eliya
177.0,71.0,165.0,19.2,1957.5,5.5,72.1,Sandy Loam,Up Country Wet Zone,Irrigated,Year-round,Leeks,Badulla
52.6,54.2,50.4,26.6,730.0,6.34,63.4,Red-Yellow Latosol,Low Country Intermediate Zone,Supplemental,Yala,Soybean,Matara
20.0,30.0,61.0,24.0,931.3,7.1,76.9,Red-Yellow Latosol,Dry Zone,Supplemental,Maha,Pigeon Pea,Trincomalee
90.0,39.0,87.0,24.2,1000.0,6.4,86.0,Sandy Loam,Intermediate Zone,Rainfed,Maha,Kurakkan,Puttalam
40.0,25.0,56.0,27.6,310.2,5.2,70.5,Red-Yellow Latosol,Northern Dry Zone,Rainfed,Yala,Pigeon Pea,Vavuniya
184.5,100.5,150.0,26.3,982.0,5.71,86.8,Clay Loam,Mid Country Intermediate Zone,Irrigated,Maha,Kohlrabi (Nokol),Matale
87.2,55.2,177.0,23.2,1627.1,7.0,77.4,Clay Loam,Mid Country Wet Zone,Irrigated,Year-round,Beetroot,Kegalle
56.0,29.1,33.0,27.6,2013.3,6.0,78.6,Loam,Low Country Wet Zone,Irrigated,Yala,Cowpea,Ratnapura
139.1,84.2,98.3,24.7,1245.5,6.37,79.0,Alluvial,Intermediate Zone,Irrigated,Maha,Tomato,Kurunegala
116.0,60.0,107.0,30.6,930.2,6.4,70.0,Loamy Sand,Low Country Dry Zone,Irrigated,Yala,Luffa,Monaragala
66.0,47.0,137.0,29.4,1197.0,6.0,70.0,Alluvial Loam,Dry Zone,Rainfed,Maha,Cassava,Ampara
35.0,30.2,50.0,27.5,1081.2,6.7,59.9,Sandy Clay Loam,Low Country Dry Zone,Rainfed,Yala,Cowpea,Batticaloa
149.3,45.7,42.8,31.6,902.6,6.4,68.5,Loam,Dry Zone,Irrigated,Maha,Chilli,Batticaloa
104.4,92.0,94.1,28.8,1443.6,7.13,67.2,Clay Loam,Low Country Intermediate Zone,Supplemental,Maha,Bitter Gourd,Kurunegala
56.0,35.0,85.0,31.1,1364.9,6.5,74.1,Red Loam,Northern Dry Zone,Rainfed,Maha,Red Onion,Mannar
86.0,34.0,106.0,31.6,839.6,5.88,62.8,Alluvial,Dry Zone,Rainfed,Yala,Brinjal (Eggplant),Anuradhapura
106.0,68.0,61.0,23.5,2736.7,7.2,92.8,Immature Brown Loam,Low Country Wet Zone,Supplemental,Maha,Radish,Matara
107.4,99.1,106.9,29.8,1165.7,7.1,74.0,Reddish-Brown Earth,Low Country Dry Zone,Irrigated,Year-round,Bitter Gourd,Monaragala
103.4,48.1,101.0,20.5,2369.1,6.6,86.4,Clay Loam,Up Country Wet Zone,Irrigated,Maha,Beetroot,Badulla
74.0,46.0,177.0,28.7,1039.1,5.9,73.0,Loam,Intermediate Zone,Supplemental,Yala,Innala,Kurunegala
129.0,66.8,131.8,29.7,958.5,6.12,80.0,Alluvial,Low Country Wet Zone,Irrigated,Yala,Cabbage,Kalutara
157.0,71.0,124.0,17.8,1917.2,5.5,78.3,Sandy Loam,Up Country Wet Zone,Irrigated,Year-round,Leeks,Badulla
101.0,35.0,79.0,33.1,713.7,5.73,61.0,Loam,Dry Zone,Rainfed,Yala,Brinjal (Eggplant),Anuradhapura
145.0,69.0,130.0,27.0,606.6,6.5,65.7,Sandy Regosol,Dry Coastal Zone,Irrigated,Yala,Potato,Trincomalee
49.0,23.0,80.0,27.7,1206.0,5.6,62.0,Sandy Loam,Intermediate Zone,Supplemental,Yala,Cassava,Matara
89.9,93.8,119.3,25.3,1391.7,6.46,77.0,Sandy Loam,Mid Country Intermediate Zone,Irrigated,Yala,Bitter Gourd,Matale
83.0,50.0,186.0,25.1,1461.0,6.1,72.0,Loam,Intermediate Zone,Rainfed,Maha,Cassava,Kandy
62.5,42.4,53.2,27.1,833.4,6.5,74.5,Non-Calcic Brown Earth,Mahaweli H Zone,Irrigated,Maha,Soybean,Matale
37.0,78.0,54.0,25.0,1189.0,5.4,72.9,Sandy Loam,Intermediate Zone,Irrigated,Year-round,Winged Bean (Dambala),Nuwara Eliya
92.8,54.6,75.4,25.6,1373.7,6.3,78.5,Alluvial,Low Country Wet Zone,Rainfed,Maha,Okra,Gampaha
70.0,75.0,134.0,15.8,1340.1,6.6,82.7,Red-Yellow Podzolic,Up Country Wet Zone,Rainfed,Maha,Carrot,Nuwara Eliya
37.0,41.4,47.3,33.1,450.0,6.5,67.5,Non-Calcic Brown Earth,Dry Zone,Irrigated,Yala,Soybean,Batticaloa
50.0,73.0,58.0,28.4,1818.0,5.8,83.3,Clay Loam,Intermediate Zone,Supplemental,Maha,Winged Bean (Dambala),Badulla
38.0,42.0,50.0,29.1,832.0,6.9,64.9,Alluvial,Intermediate Zone,Rainfed,Maha,Mung Bean,Kandy
70.0,51.0,27.0,30.4,627.4,7.1,64.7,Reddish-Brown Earth,Dry Zone,Rainfed,Maha,Sunflower,Jaffna
70.0,42.0,28.0,28.4,530.6,7.1,62.1,Clay Loam,Dry Zone,Rainfed,Maha,Sorghum,Puttalam
77.0,27.0,92.0,27.7,1602.3,5.73,83.4,Alluvial,Intermediate Zone,Rainfed,Maha,Brinjal (Eggplant),Matara
82.0,51.0,100.0,30.7,1116.6,5.51,71.3,Red-Yellow Podzolic,Intermediate Zone,Rainfed,Yala,Brinjal (Eggplant),Matale
18.0,58.0,77.0,20.7,558.0,6.5,64.9,Non-Calcic Brown Earth,Eastern Dry Zone,Supplemental,Maha,Pigeon Pea,Trincomalee
70.0,57.0,60.0,20.6,1605.4,6.0,70.6,Loamy Sand,Up Country Intermediate Zone,Irrigated,Maha,Red Onion,Badulla
88.0,61.0,58.0,27.1,834.5,6.4,71.5,Red Loam,Dry Zone,Rainfed,Maha,Kurakkan,Matale
40.0,36.5,49.0,28.5,1426.3,6.3,70.6,Well Drained Loam,Low Country Wet Zone,Irrigated,Maha,Cowpea,Colombo
68.0,42.0,31.0,24.1,1000.0,6.8,80.0,Reddish-Brown Earth,Intermediate Zone,Rainfed,Maha,Sunflower,Kandy
98.8,90.0,105.5,28.9,1342.6,6.11,74.3,Sandy Loam,Low Country Intermediate Zone,Irrigated,Maha,Bitter Gourd,Monaragala
140.0,60.0,91.0,27.4,576.5,6.8,68.1,Regosol,Intermediate Zone,Irrigated,Maha,Big Onion,Kurunegala
83.0,53.0,169.0,30.4,970.0,5.8,53.0,Loam,Dry Zone,Supplemental,Maha,Cassava,Trincomalee
147.0,59.0,101.0,24.6,661.3,6.3,65.1,Sandy Regosol,Dry Coastal Zone,Irrigated,Yala,Potato,Mannar
106.4,78.6,110.2,18.6,2163.2,6.77,86.0,Clay Loam,Mid Country Wet Zone,Irrigated,Maha,Cauliflower (Gowa),Kandy
135.0,42.0,83.0,29.2,630.0,6.51,60.8,Sandy Loam,Dry Zone,Irrigated,Maha,Maize,Ampara
80.0,37.0,95.0,25.7,2185.4,5.95,79.1,Loam,Low Country Wet Zone,Rainfed,Maha,Brinjal (Eggplant),Gampaha
67.0,24.0,57.0,25.4,1597.8,6.7,72.1,Sandy Clay Loam,Low Country Wet Zone,Irrigated,Yala,Cowpea,Colombo
180.8,120.4,104.3,23.7,1019.7,5.88,73.4,Red-Yellow Podzolic,Low Country Wet Zone,Irrigated,Yala,Kohlrabi (Nokol),Gampaha
107.6,79.5,110.1,24.9,1251.8,6.62,76.3,Red-Yellow Podzolic,Low Country Intermediate Zone,Irrigated,Year-round,Bitter Gourd,Matara
87.0,44.0,75.0,22.7,855.6,6.7,81.8,Sandy Loam,Intermediate Zone,Irrigated,Maha,Kurakkan,Nuwara Eliya
95.0,39.0,79.0,23.8,876.3,7.0,76.8,Fertile Loam,Dry Zone,Rainfed,Maha,Kurakkan,Hambantota
93.0,50.0,25.0,32.9,377.6,7.3,64.6,Reddish-Brown Earth,Dry Zone,Irrigated,Yala,Sunflower,Jaffna
115.0,59.0,73.0,28.5,709.7,7.1,56.8,Reddish-Brown Earth,Dry Zone,Irrigated,Yala,Radish,Mullaitivu
66.0,39.0,98.0,30.8,670.1,6.8,62.6,Non-Calcic Brown Earth,Dry Zone,Supplemental,Yala,Innala,Matale
162.1,110.5,126.0,21.0,1562.4,5.42,85.2,Organic-Rich Loam,Up Country Intermediate Zone,Rainfed,Maha,Kohlrabi (Nokol),Nuwara Eliya
99.0,77.0,120.0,28.7,87.0,7.2,62.0,Red-Brown Earth,Dry Zone,Irrigated,Maha,Pathola (Snake Gourd),Puttalam
78.0,50.0,78.0,32.2,926.9,5.76,66.8,Alluvial,Dry Zone,Rainfed,Yala,Brinjal (Eggplant),Vavuniya
85.7,60.0,93.3,27.1,881.0,6.11,61.4,Non-Calcic Brown Earth,Dry Zone,Supplemental,Yala,Capsicum,Hambantota
111.0,68.7,94.4,30.9,1171.1,6.4,64.8,Clay Loam,Intermediate Zone,Supplemental,Yala,Tibbatu (Turkey Berry),Kurunegala
89.0,49.0,165.0,25.4,1369.0,5.4,84.0,Loam,Low Country Wet Zone,Rainfed,Maha,Cassava,Galle
140.0,50.6,93.4,23.1,1707.3,5.89,71.5,Sandy Loam,Mid Country Intermediate Zone,Irrigated,Maha,Elabatu (Thai Eggplant),Badulla
109.0,71.0,131.0,16.3,2061.4,6.3,90.9,Humic Gley,Up Country Wet Zone,Irrigated,Maha,Carrot,Nuwara Eliya
86.0,56.0,41.0,30.9,1043.5,7.2,81.9,Loam,Dry Zone,Supplemental,Maha,Pumpkin,Polonnaruwa
85.0,52.2,140.7,23.9,1279.8,7.1,83.1,Sandy Loam,Up Country Intermediate Zone,Irrigated,Yala,Beetroot,Nuwara Eliya
58.0,46.0,31.0,26.6,441.4,6.5,69.3,Loam,Dry Zone,Rainfed,Maha,Sorghum,Jaffna
58.0,63.0,69.0,19.8,1275.4,6.7,68.6,Sandy Loam,Up Country Intermediate Zone,Irrigated,Yala,Red Onion,Matale
92.0,73.0,103.0,28.3,42.0,6.6,60.0,Loam,Dry Zone,Irrigated,Yala,Pathola (Snake Gourd),Polonnaruwa
156.3,47.3,84.9,26.9,906.4,6.2,59.2,Red-Yellow Podzolic,Dry Zone,Rainfed,Yala,Chilli,Hambantota
77.0,41.0,157.0,27.7,1502.0,6.0,76.0,Loam,Low Country Wet Zone,Rainfed,Yala,Cassava,Galle
106.5,93.3,75.3,25.5,1477.0,6.76,82.1,Alluvial,Low Country Wet Zone,Irrigated,Maha,Tomato,Kalutara
204.5,128.0,131.3,22.0,928.4,5.25,91.4,Organic-Rich Loam,Up Country Intermediate Zone,Rainfed,Year-round,Kohlrabi (Nokol),Nuwara Eliya
48.2,39.7,38.6,27.4,816.9,6.18,50.0,Reddish-Brown Earth,Intermediate Zone,Rainfed,Yala,Soybean,Matara
58.0,39.0,102.0,26.5,1400.0,5.8,79.0,Lateritic Loam,Low Country Wet Zone,Rainfed,Maha,Cassava,Kalutara
34.0,27.0,83.0,26.0,1187.0,5.3,62.0,Sandy Loam,Intermediate Zone,Supplemental,Yala,Cassava,Matara
76.6,41.0,167.8,19.9,1892.2,6.3,71.1,Loam,Up Country Wet Zone,Supplemental,Maha,Beetroot,Badulla
131.0,45.0,75.0,29.0,578.5,7.4,60.8,Alluvial,Dry Zone,Irrigated,Yala,Big Onion,Vavuniya
126.0,70.0,89.0,26.8,903.9,7.0,66.4,Loam,Dry Zone,Irrigated,Maha,Sweet Corn,Monaragala
55.0,22.0,79.0,27.4,1294.0,5.7,75.0,Lateritic Loam,Low Country Wet Zone,Supplemental,Yala,Cassava,Gampaha
128.7,140.9,108.7,21.7,1198.1,5.98,78.6,Organic-Rich Loam,Mid Country Intermediate Zone,Rainfed,Maha,Kohlrabi (Nokol),Kandy
101.0,85.0,61.0,28.3,1208.5,7.3,71.0,Non-Calcic Brown Earth,Dry Zone,Rainfed,Year-round,Radish,Anuradhapura
44.0,30.0,118.0,26.3,852.0,6.1,66.0,Reddish-Brown Earth,Dry Zone,Supplemental,Yala,Cassava,Monaragala
136.0,55.0,67.0,27.1,526.9,5.8,67.9,Sandy Loam,Dry Zone,Irrigated,Yala,Kurakkan,Kurunegala
106.9,104.9,113.2,31.0,1051.3,7.0,74.3,Clay Loam,Intermediate Zone,Supplemental,Maha,Tibbatu (Turkey Berry),Matara
99.1,66.0,100.0,22.5,1055.2,6.47,77.2,Red-Yellow Podzolic,Up Country Intermediate Zone,Irrigated,Yala,Tomato,Nuwara Eliya
139.0,45.0,99.0,29.2,1617.9,6.7,75.1,Red-Yellow Podzolic,Low Country Wet Zone,Rainfed,Yala,Luffa,Kalutara
66.0,45.0,110.0,32.1,933.6,7.2,55.0,Alluvial,Dry Zone,Rainfed,Maha,Carrot,Trincomalee
139.0,72.0,86.0,28.9,774.0,6.6,69.7,Loam,Dry Zone,Rainfed,Maha,Sweet Corn,Kilinochchi
49.0,87.0,66.0,21.8,2384.0,5.9,84.5,Loam,Up Country Wet Zone,Rainfed,Maha,Winged Bean (Dambala),Nuwara Eliya
83.0,66.0,85.0,28.0,404.2,7.3,58.5,Alluvial,Intermediate Zone,Irrigated,Yala,Big Onion,Matara
170.5,114.0,149.2,21.8,834.1,6.03,81.7,Organic-Rich Loam,Mid Country Intermediate Zone,Rainfed,Year-round,Kohlrabi (Nokol),Kandy
66.0,46.0,39.0,27.8,544.4,6.4,79.7,Loam,Intermediate Zone,Rainfed,Maha,Sorghum,Nuwara Eliya
116.0,93.0,118.0,30.3,62.0,6.2,68.0,Sandy Loam,Dry Zone,Irrigated,Yala,Pathola (Snake Gourd),Batticaloa
116.9,55.3,68.5,26.8,713.8,6.2,70.4,Reddish-Brown Earth,Mid Country Intermediate Zone,Supplemental,Year-round,Okra,Matale
27.0,37.0,58.0,24.2,592.5,7.2,71.7,Reddish-Brown Earth,Eastern Dry Zone,Rainfed,Maha,Pigeon Pea,Ampara
87.0,50.0,139.0,28.9,1223.7,6.4,73.4,Loam,Intermediate Zone,Supplemental,Maha,Innala,Matale
38.0,24.6,57.0,31.0,1069.0,6.2,73.0,Well Drained Loam,Low Country Dry Zone,Irrigated,Yala,Cowpea,Mannar
73.0,45.0,33.0,29.3,608.1,6.3,62.2,Reddish-Brown Earth,Intermediate Zone,Rainfed,Maha,Sunflower,Monaragala
84.2,64.5,93.7,29.9,1322.2,6.5,69.2,Loam,Intermediate Zone,Supplemental,Yala,Tibbatu (Turkey Berry),Matara
43.0,25.9,39.0,27.7,1570.0,6.2,78.6,Well Drained Loam,Low Country Intermediate Zone,Irrigated,Maha,Cowpea,Matara
129.0,63.0,79.0,32.4,439.3,6.8,54.8,Regosol,Intermediate Zone,Irrigated,Yala,Big Onion,Badulla
100.0,109.0,109.0,27.4,173.0,5.8,67.0,Loam,Dry Zone,Irrigated,Maha,Pathola (Snake Gourd),Batticaloa
51.0,63.0,46.0,28.0,975.9,5.9,69.8,Red-Brown Earth,Dry Zone,Supplemental,Maha,Pumpkin,Puttalam
27.0,56.0,70.0,21.8,810.0,6.5,67.9,Reddish-Brown Earth,Intermediate Zone,Rainfed,Maha,Pigeon Pea,Nuwara Eliya
98.1,73.7,61.8,28.9,1004.5,6.5,68.0,Reddish-Brown Earth,Dry Zone,Rainfed,Maha,Okra,Kilinochchi
72.0,62.0,50.0,22.8,2827.7,6.4,77.2,Red-Yellow Podzolic,Low Country Wet Zone,Irrigated,Year-round,Radish,Colombo
63.0,21.9,56.0,28.4,1404.8,7.0,81.0,Loam,Low Country Wet Zone,Rainfed,Maha,Cowpea,Matara
85.0,62.0,58.0,26.1,587.7,5.2,62.8,Fertile Loam,Dry Zone,Irrigated,Yala,Kurakkan,Batticaloa
141.7,60.0,88.8,29.2,1018.2,6.1,74.3,Alluvial,Intermediate Zone,Supplemental,Year-round,Tibbatu (Turkey Berry),Badulla
